,IDENTIFIERS,,,,,CORE TRAIT INFORMATION,,,,,,,,,,,,,,,,,,,,,DATA PROVENANCE,,,,,,,,,,,,,,
ref_no,obsNum,primRef,primRef_URL,secRef,secRef_URL,taxa,life_stage,sex,n_indiv,no_groups,n_measurements_sampled,rate_name,rate_value,rate_min,rate_max,data_type,rate_unit,rate_error,rate_error_type,temp_C,body_length_mm,BM_wet,BM_dry,BM_C,weight_unit,weight_calc,depth_m,depth_min,depth_max,food_type,food_conc,food_conc_unit,method,treatment,locality,lat,lon,source,sourceNotes,verbatimComments,comments
NA,34,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,257,NA,NA,Replicate,umol/ind/hr,NA,NA,28,NA,0.704,2.53e-11,9.38e-4,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,35,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,284,NA,NA,Replicate,umol/ind/hr,NA,NA,28,NA,0.679,2.44e-11,9.04e-4,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,36,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,262,NA,NA,Replicate,umol/ind/hr,NA,NA,28,NA,0.796,2.87e-11,0.00106,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,37,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,273,NA,NA,Replicate,umol/ind/hr,NA,NA,28,NA,0.813,2.93e-11,0.00108,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,38,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,341,NA,NA,Replicate,umol/ind/hr,NA,NA,28,NA,1.03,3.71e-11,0.00137,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,39,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,377,NA,NA,Replicate,umol/ind/hr,NA,NA,28,NA,1.32,4.77e-11,0.00176,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,40,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.021,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,9.42e-6,3.39e-16,1.25e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,41,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0227,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,1.26e-5,4.53e-16,1.68e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,42,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0284,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,3.19e-5,1.15e-15,4.25e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,43,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0357,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,4.27e-5,1.54e-15,5.69e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,44,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0357,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,6.8e-5,2.45e-15,9.06e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,45,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0415,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,1.08e-4,3.9e-15,1.44e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,46,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0521,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,1.45e-4,5.21e-15,1.93e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,47,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0821,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,1.45e-4,5.21e-15,1.93e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,48,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0608,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,2.91e-4,1.05e-14,3.88e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,49,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0704,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,4.37e-4,1.57e-14,5.82e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,50,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.129,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,3.89e-4,1.4e-14,5.18e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,51,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.14,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,4.91e-4,1.77e-14,6.54e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,52,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.373,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,8.78e-4,3.16e-14,1.17e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,53,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.683,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,8.29e-4,2.98e-14,1.1e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,54,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.858,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,0.00148,5.34e-14,1.97e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,55,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.683,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,0.00198,7.14e-14,2.64e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,56,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.925,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,0.00474,1.71e-13,6.32e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,57,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,6.17,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,0.00755,2.72e-13,1.01e-5,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,58,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,7.71,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,0.0215,7.74e-13,2.86e-5,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,59,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0124,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,2.39e-5,8.6e-16,3.18e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,60,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0195,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,2.39e-5,8.6e-16,3.18e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,61,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Aurelia aurita,Unknown,Unknown,NA,NA,NA,RespirationRate,0.021,NA,NA,Replicate,umol/ind/hr,NA,NA,15,NA,3.38e-5,1.22e-15,4.51e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,62,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroidae,Unknown,Unknown,NA,NA,NA,RespirationRate,1.83,NA,NA,Replicate,umol/ind/hr,NA,NA,-1.7,NA,0.132,2.65e-12,4.41e-4,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,63,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroidae,Unknown,Unknown,NA,NA,NA,RespirationRate,0.206,NA,NA,Replicate,umol/ind/hr,NA,NA,12.7,NA,6.97e-4,1.39e-14,2.32e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,64,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroidae,Unknown,Unknown,NA,NA,NA,RespirationRate,0.646,NA,NA,Replicate,umol/ind/hr,NA,NA,15.2,NA,0.0026,5.21e-14,8.67e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,65,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroe ovata,Unknown,Unknown,NA,NA,NA,RespirationRate,0.158,NA,NA,Replicate,umol/ind/hr,NA,NA,21,NA,5e-4,1e-14,1.67e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,66,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroe ovata,Unknown,Unknown,NA,NA,NA,RespirationRate,0.253,NA,NA,Replicate,umol/ind/hr,NA,NA,21,NA,9.82e-4,1.96e-14,3.27e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,67,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroe ovata,Unknown,Unknown,NA,NA,NA,RespirationRate,0.407,NA,NA,Replicate,umol/ind/hr,NA,NA,21,NA,0.00201,4.01e-14,6.68e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,68,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroe ovata,Unknown,Unknown,NA,NA,NA,RespirationRate,1.09,NA,NA,Replicate,umol/ind/hr,NA,NA,21,NA,0.00298,5.97e-14,9.94e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,69,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroe ovata,Unknown,Unknown,NA,NA,NA,RespirationRate,2.4,NA,NA,Replicate,umol/ind/hr,NA,NA,21,NA,0.00774,1.55e-13,2.58e-5,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,70,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroe ovata,Unknown,Unknown,NA,NA,NA,RespirationRate,2.6,NA,NA,Replicate,umol/ind/hr,NA,NA,21,NA,0.00774,1.55e-13,2.58e-5,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,71,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroe ovata,Unknown,Unknown,NA,NA,NA,RespirationRate,4.88,NA,NA,Replicate,umol/ind/hr,NA,NA,21,NA,0.0171,3.42e-13,5.7e-5,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,72,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroe ovata,Unknown,Unknown,NA,NA,NA,RespirationRate,12.6,NA,NA,Replicate,umol/ind/hr,NA,NA,21,NA,0.035,7e-13,1.16e-4,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,73,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Beroe ovata,Unknown,Unknown,NA,NA,NA,RespirationRate,26.7,NA,NA,Replicate,umol/ind/hr,NA,NA,21,NA,0.0586,1.17e-12,1.95e-4,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,74,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanoides,Unknown,Unknown,NA,NA,NA,RespirationRate,0.00942,NA,NA,Replicate,umol/ind/hr,NA,NA,-0.2,NA,1.97e-6,3.94e-16,1.96e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,75,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanopia,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0125,NA,NA,Replicate,umol/ind/hr,NA,NA,26,NA,2.8e-7,5.6e-17,2.79e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,76,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0146,NA,NA,Replicate,umol/ind/hr,NA,NA,0.1,NA,1.94e-6,3.87e-16,1.93e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,77,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0458,NA,NA,Replicate,umol/ind/hr,NA,NA,0.9,NA,9.72e-6,1.94e-15,9.69e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,78,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus cristatus,Unknown,Unknown,NA,NA,NA,RespirationRate,0.104,NA,NA,Replicate,umol/ind/hr,NA,NA,6,NA,1.14e-5,2.27e-15,1.13e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,79,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus finmarchicus,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0146,NA,NA,Replicate,umol/ind/hr,NA,NA,0.1,NA,1.94e-6,3.87e-16,1.93e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,80,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus glacialis,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0281,NA,NA,Replicate,umol/ind/hr,NA,NA,3.5,NA,2.05e-6,4.1e-16,2.04e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,81,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus hyperboreus,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0667,NA,NA,Replicate,umol/ind/hr,NA,NA,1.3,NA,1.98e-5,3.95e-15,1.97e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,82,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus hyperboreus,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0471,NA,NA,Replicate,umol/ind/hr,NA,NA,-0.3,NA,1.34e-5,2.68e-15,1.34e-6,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,83,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus minor,Unknown,Unknown,NA,NA,NA,RespirationRate,0.00983,NA,NA,Replicate,umol/ind/hr,NA,NA,26.9,NA,2.06e-7,4.12e-17,2.05e-8,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,84,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus plumchrus,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0421,NA,NA,Replicate,umol/ind/hr,NA,NA,5,NA,4.46e-6,8.92e-16,4.45e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,85,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus plumchrus,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0134,NA,NA,Replicate,umol/ind/hr,NA,NA,5,NA,1.45e-6,2.89e-16,1.44e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
NA,86,LopezUrrutia2006,https://www.pnas.org/doi/full/10.1073/pnas.0601137103,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,Calanus plumchrus,Unknown,Unknown,NA,NA,NA,RespirationRate,0.0281,NA,NA,Replicate,umol/ind/hr,NA,NA,5,NA,2.95e-6,5.89e-16,2.94e-7,kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature,43.54275761724704,-5.692421209,Acuna2011,https://doi.pangaea.de/10.1594/PANGAEA.832241,NA,NA
