ref_no,assocTemperature,traitValue,traitName,traitUnit,scientificName,primaryReference,primaryReferenceDOI,secondaryReference,secondaryReferenceDOI,sizeAssocName,sizeAssocValue,sizeAssocUnit
Pata_27632,-1.4,1.22,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,49.19,mg
Pata_27633,-1.5,2.16,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,49.49,mg
Pata_27634,-1,1.93,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,49.64,mg
Pata_27635,-1,2.42,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,51.04,mg
Pata_27636,-1.9,1.38,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,52.47,mg
Pata_27637,-1.4,1.67,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,53.05,mg
Pata_27638,-1.4,1.68,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,53.38,mg
Pata_27639,-1.5,1.86,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,55.08,mg
Pata_27640,-1.8,1.14,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,55.98,mg
Pata_27641,-1.9,0.95,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,56.62,mg
Pata_27642,-1.8,1.03,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,56.85,mg
Pata_27643,-1.8,1.36,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,57.7,mg
Pata_27644,-1,2.17,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,59.58,mg
Pata_27645,-1,1.8,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,59.88,mg
Pata_27646,-1,2.06,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,60.3,mg
Pata_27647,-1,1.27,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,61.08,mg
Pata_27648,-1.8,1.5,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,61.23,mg
Pata_27649,-1.9,1.11,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,62.78,mg
Pata_27650,-1.8,1.49,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,63.77,mg
Pata_27651,-1.5,1.29,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,63.82,mg
Pata_27652,-1.8,0.93,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,65.58,mg
Pata_27653,-1,2.65,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,65.69,mg
Pata_27654,-1.8,1.46,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,66.65,mg
Pata_27655,-1,3.77,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,67.41,mg
Pata_27656,-1.4,2.36,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,68.1,mg
Pata_27657,-1.4,1.77,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,70.77,mg
Pata_27658,-1.3,1.96,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,71.47,mg
Pata_27659,-1.8,1,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,71.91,mg
Pata_27660,-1.9,1.43,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,73.87,mg
Pata_27661,-1.3,1.84,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,75.36,mg
Pata_27662,-1.3,2.31,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,75.47,mg
Pata_27663,-1.3,2.57,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,78.24,mg
Pata_27664,-1.5,0.86,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,78.65,mg
Pata_27665,-1.9,1.33,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,79.74,mg
Pata_27666,-1.8,0.67,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,81.26,mg
Pata_27667,-1.5,4.44,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,82.16,mg
Pata_27668,-1.5,0.54,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,83.49,mg
Pata_27669,-1.5,0.68,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,85.27,mg
Pata_27670,-1.8,1.6,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,86.8,mg
Pata_27671,-1.8,1.24,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,88.31,mg
Pata_27672,-1.8,3.39,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,91.23,mg
Pata_27673,-1,3.81,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,94.33,mg
Pata_27674,-1,3.63,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,94.74,mg
Pata_27675,-1.3,3.74,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,95.7,mg
Pata_27676,-1.5,1.16,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,95.71,mg
Pata_27677,-1,2.29,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,97.24,mg
Pata_27678,-1,3.04,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,98.79,mg
Pata_27679,-1.8,2.43,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,99.9,mg
Pata_27680,-1,3.03,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,101.82,mg
Pata_27681,-1,4.06,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,104.52,mg
Pata_27682,-1.9,2.03,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,106.5,mg
Pata_27683,-1,4.21,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,108.78,mg
Pata_27684,-1.5,2.14,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,110.3,mg
Pata_27685,-1,3.96,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,112.71,mg
Pata_27686,-1.3,4.34,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,113.09,mg
Pata_27687,-1.8,2.05,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,116.7,mg
Pata_27688,-1,3.95,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,117.36,mg
Pata_27689,-1.4,3.23,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,117.9,mg
Pata_27690,-1.4,2.13,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,121,mg
Pata_27691,-1.9,1.54,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,121.4,mg
Pata_27692,-1.5,2.76,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,122.1,mg
Pata_27693,-1,3.44,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,123.49,mg
Pata_27694,-1.4,3.32,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,125.3,mg
Pata_27695,-1.8,2.63,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,125.9,mg
Pata_27696,-1.4,3.29,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,128,mg
Pata_27697,-1,6.16,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,128.1,mg
Pata_27698,-1,5.42,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,132.66,mg
Pata_27699,-1,4.09,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,136.08,mg
Pata_27700,-1.1,3.6,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,145.5,mg
Pata_27701,-1,5.7,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,147.11,mg
Pata_27702,-1,5.19,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,149.57,mg
Pata_27703,-1.1,4.67,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,159.19,mg
Pata_27704,-1.8,3.61,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,159.9,mg
Pata_27705,-1.1,4.49,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,168.64,mg
Pata_27706,-1.3,4.03,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,173.85,mg
Pata_27707,-1.1,4.86,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,177,mg
Pata_27708,-1.1,4.54,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,179.65,mg
Pata_27709,-1.1,3.36,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,195.42,mg
Pata_27710,-1.8,2.19,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,200,mg
Pata_27711,-1.1,5.12,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,204.32,mg
Pata_27712,-1,5.09,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,233.5,mg
Pata_27713,-1.3,3.31,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,98.7,mg
Pata_27714,-1.3,3.26,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,115.13,mg
Pata_27715,-1.3,3.65,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,119.3,mg
Pata_27716,-1,2.95,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,151.85,mg
Pata_27717,-1.3,5.6,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,161.26,mg
Pata_27718,-1.3,4.51,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,169.97,mg
Pata_27719,-1,7.45,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,175.73,mg
Pata_27720,-1,7.84,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,224.89,mg
Pata_27721,-1,6.37,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,225.1,mg
Pata_27722,-1.1,5.28,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,256.9,mg
Pata_27723,-1,11.94,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,259.41,mg
Pata_27724,-1.3,7.21,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,259.64,mg
Pata_27725,-1,8.24,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,311.99,mg
Pata_27726,-1.1,11.21,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,330.77,mg
Pata_27727,-1,13.01,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,354.15,mg
Pata_27728,-1,6.73,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,354.47,mg
Pata_27729,-1.1,10.35,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,362.97,mg
Pata_27730,-1,14.95,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,368.38,mg
Pata_27731,-1.1,7.5,excretionRateN,ug N-NH4+ h^-1,Euphausia superba,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,393.72,mg
Pata_27732,27.5,0.058,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.23,mg
Pata_27733,27.5,0.081,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.278,mg
Pata_27734,27.5,0.34,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.382,mg
Pata_27735,26.9,0.23,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.595,mg
Pata_27736,27.4,0.3,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.607,mg
Pata_27737,26.9,0.28,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,0.748,mg
Pata_27738,27,0.44,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.13,mg
Pata_27739,25.7,0.58,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.45,mg
Pata_27740,27.4,0.5,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,1.46,mg
Pata_27741,25.7,0.26,excretionRateN,ug N-NH4+ h^-1,Euphausia tenera,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,2.32,mg
Pata_27742,-0.8,0.58,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,16.05,mg
Pata_27743,-0.8,0.679,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,19.36,mg
Pata_27744,-0.8,0.809,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,20.37,mg
Pata_27745,-0.8,0.818,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,21,mg
Pata_27746,-0.8,0.78,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,21.18,mg
Pata_27747,-0.8,0.796,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,21.92,mg
Pata_27748,-0.8,0.618,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,22.2,mg
Pata_27749,-0.8,0.813,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,24.01,mg
Pata_27750,-0.8,0.797,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,24.39,mg
Pata_27751,-0.8,1.23,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,24.76,mg
Pata_27752,-0.8,0.944,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,24.77,mg
Pata_27753,-0.8,0.792,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,24.86,mg
Pata_27754,-0.8,0.993,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,26.18,mg
Pata_27755,-0.8,1,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,26.45,mg
Pata_27756,-0.8,1.294,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,27,mg
Pata_27757,0.1,0.83,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,60.95,mg
Pata_27758,0.2,1.03,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,70.85,mg
Pata_27759,0.1,0.52,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,75.06,mg
Pata_27760,0.1,0.63,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,75.9,mg
Pata_27761,0.1,1.45,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,86.84,mg
Pata_27762,0.1,2.57,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,87.31,mg
Pata_27763,0.1,1.21,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,90.14,mg
Pata_27764,0.1,1.53,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,98.05,mg
Pata_27765,0.1,1.62,excretionRateN,ug N-NH4+ h^-1,Euphausia triacantha,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,100.39,mg
Pata_27766,-1,0.06,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,10.2,mg
Pata_27767,-0.5,0.105,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,18.4,mg
Pata_27768,0.2,0.047,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,22.36,mg
Pata_27769,0.2,0.51,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,34.53,mg
Pata_27770,0.1,0.45,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,41.34,mg
Pata_27771,-1,0.185,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,47.33,mg
Pata_27772,-1,0.137,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,48.52,mg
Pata_27773,-1,0.174,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,48.67,mg
Pata_27774,-0.8,0.136,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,50.36,mg
Pata_27775,-1,0.096,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,53.36,mg
Pata_27776,0.2,0.18,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,63.92,mg
Pata_27777,0.2,0.25,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,64.83,mg
Pata_27778,-1,0.201,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,72.09,mg
Pata_27779,0.2,0.086,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,74.01,mg
Pata_27780,-1,0.138,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,82.84,mg
Pata_27781,0.2,0.33,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,83.01,mg
Pata_27782,-1,0.401,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,129.1,mg
Pata_27783,-1,0.111,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,136.01,mg
Pata_27784,-1,0.214,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,138.58,mg
Pata_27785,0.2,0.43,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,142.56,mg
Pata_27786,0.2,1.71,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,146.18,mg
Pata_27787,0.1,0.41,excretionRateN,ug N-NH4+ h^-1,Gigantocypris muelleri,IkedaDatabase,NA,Vanni2016,10.1002/ecy.1582,dryWeight,147.49,mg
